datetime,temp,humidity,precip,dew,windspeed,cloudcover,solarradiation,uvindex
2021-12-13,27.5,72.5,0,21.9,36.1,52,108.3,5
2021-12-14,27.6,64,0,19.9,23.8,31.7,124.1,5
2021-12-15,26.5,70.5,0,20.6,27.3,60.4,64.6,2
2021-12-16,28,66.9,0.003,21.2,32.5,68.8,136.2,6
2021-12-17,27.9,78.2,3.405,23.7,21.6,83.7,54,3
2021-12-18,28.5,79.4,4.739,24.4,21.6,81,97.1,5
2021-12-19,25.3,92,0,23.9,24.1,94.4,44.3,3
2021-12-20,27.9,79.7,0,23.9,22.3,52.9,86.5,4
2021-12-21,28.8,75.8,2.38,23.9,14.8,40.9,103.4,4
2021-12-22,27.5,81.1,1.636,24,22.1,72.4,64,3
2021-12-23,27.3,78.4,0,23,40.2,52.3,94,4
2021-12-24,27.6,74,11.112,22.4,14.1,44.2,92.2,5
2021-12-25,27.7,72.6,0.153,22.2,25.2,46.2,76,4
2021-12-26,27,72.4,3.034,21.5,26.9,73.9,89.3,6
2021-12-27,26.4,76.3,0.017,21.8,22.7,86.9,71.4,3
2021-12-28,26.8,70.3,0.007,20.9,22.6,85,61.5,3
2021-12-29,26.9,68.3,0,20.4,26.5,61.4,67.1,3
2021-12-30,26.9,65.9,0.002,19.8,30,54.7,66.1,3
2021-12-31,26.6,63.7,0,18.9,27.7,41.2,107.4,5
2022-01-01,26.7,65.3,0,19.5,22.3,68.2,154.5,8
2022-01-02,26.2,63.8,0,18.8,23.3,69.7,93.7,3
2022-01-03,26.7,63.5,0,18.9,27.8,52.1,158.2,6
2022-01-04,26.7,66.4,0,19.8,28,62.1,155.4,7
2022-01-05,26.6,68.5,0,20.2,19.3,54.4,131.6,7
2022-01-06,26.3,71.9,0,20.8,19.2,80.9,72.4,3
2022-01-07,26.8,67.7,0,20.2,22.2,41.7,156.1,6
2022-01-08,27.1,71.9,0.037,21.5,21.8,41.3,101.7,5
2022-01-09,27.4,74.8,0,22.4,21.4,38.5,156.9,6
2022-01-10,27.4,75.6,0,22.5,16.1,42.4,144.5,6
2022-01-11,27.5,68.6,0,21,21.5,45.5,177,6
2022-01-12,25.9,70.7,0.001,20.1,50,65.4,164.2,7
2022-01-13,26.1,71.4,0,20.4,16.4,82.4,100.8,5
2022-01-14,25.3,70.2,0,19.5,22.6,59.5,72.1,3
2022-01-15,25.3,64.4,0,18,20.5,65.6,104.5,4
2022-01-16,25.8,67.1,0,19,35.2,40.5,152.8,7
2022-01-17,25.3,66.8,0,18.4,28.8,38.6,152.2,7
2022-01-18,24.6,66.2,0,17.7,18.7,46.1,120.9,6
2022-01-19,25.5,72,0,20,16.6,80.7,119.4,4
2022-01-20,26.3,73.5,0.002,21.1,23.2,81.5,90.3,4
2022-01-21,26.5,76.7,3.97,22,20.1,73.7,95.8,3
2022-01-22,27.7,70.5,0,21.7,19.6,48.6,153.9,7
2022-01-23,27,77,0,22.5,22.1,55.5,144.3,7
2022-01-24,26.9,76.3,2.968,22.2,20.4,42.8,112.6,5
2022-01-25,26.9,70.1,0,20.7,19.1,36,152.5,7
2022-01-26,25.6,80.7,6.851,22.3,18.6,76.8,84.4,4
2022-01-27,27.3,80.4,24.442,23.7,18.4,51.8,129.1,5
2022-01-28,27.9,75.2,0,22.9,25.2,57,176.2,7
2022-01-29,27.4,78.6,0.1,23.2,28.3,41,178.5,7
2022-01-30,26.8,83.7,0.051,23.7,33.5,40.5,171.5,8
2022-01-31,27.5,72.4,0,21.9,22.9,51.4,118.4,5
2022-02-01,27.3,69.2,0,21.1,22,45.8,104.6,5
2022-02-02,27.2,66.5,0,20.3,28.6,54.1,112.8,4
2022-02-03,27.3,72.9,0,22,16.2,80.8,89.5,3
2022-02-04,27.7,66.8,0,20.7,20,54.7,151,7
2022-02-05,27.4,64.9,0,20,24.8,77.8,125,5
2022-02-06,27.3,65.9,0,20.3,52.6,58.4,139.5,7
2022-02-07,27.2,74.7,0.003,22.3,19.3,80.8,103.3,4
2022-02-08,27.9,73.2,0,22.5,16.9,57.2,134.2,6
2022-02-09,28.2,65.9,0,21.1,20.6,39.6,146.5,7
2022-02-10,27.8,66.1,0,20.8,23.1,53.6,156.9,6
2022-02-11,27.5,69.2,0,21.3,24.3,69.5,120.1,5
2022-02-12,27.7,69.2,0,21.4,17.9,56.6,167,7
2022-02-13,27.9,72.4,0,22.4,23,75,143.3,7
2022-02-14,27.8,75.1,0.301,22.9,22.2,83.8,94.2,4
2022-02-15,27.9,74.6,0,22.8,22.6,48.6,129.4,6
2022-02-16,27.8,70.6,0,21.8,17.9,48.9,143.1,6
2022-02-17,27.3,75.6,2.968,22.5,26.4,64.4,95.6,5
2022-02-18,27.8,72.4,0,22.3,18.4,52,148.3,7
2022-02-19,28.4,70,0,22.3,18.4,41.1,151.6,6
2022-02-20,28.6,66.2,0,21.5,23.9,50.1,147.4,6
2022-02-21,28,69.9,0,21.9,20.9,71.6,113.9,4
2022-02-22,26.5,82.5,13.995,23.2,17.8,86.6,76.1,3
2022-02-23,27.4,72.4,0,21.9,22.6,83.1,102,4
2022-02-24,28,68.1,0,21.3,27.9,33.7,150.7,7
2022-02-25,28.2,65.1,0,20.9,24.8,47.7,149,7
2022-02-26,27.6,69,0.001,21.2,22.3,56.6,161.4,7
2022-02-27,27.6,66.2,0,20.6,25.2,41.9,167.1,7
2022-02-28,28.4,63.6,0,20.5,25.9,38.8,219.2,8
2022-03-01,28.3,61.3,0,19.9,23.5,38.2,209.2,8
2022-03-02,28.2,66.2,0,21.2,23.3,37.1,176.5,7
2022-03-03,28.4,68.3,0,21.9,27.7,35.1,175.1,7
2022-03-04,28.2,69.7,0,22,27.6,35.9,213,8
2022-03-05,28.6,66.3,0,21.5,16.2,33.6,192.8,6
2022-03-06,28.5,66.2,0,21.3,27.8,54.7,195.7,7
2022-03-07,28.3,65.6,0,21.2,18.5,57.7,226,8
2022-03-08,28.5,68.5,0,22.1,21.7,52.7,175.3,7
2022-03-09,28.2,66.4,0,21.2,24.1,62.9,138,5
2022-03-10,28.4,63.7,0,20.8,22.1,62,154.5,6
2022-03-11,28.8,71.8,0,23.1,20.6,86.3,112.4,4
2022-03-12,29,74.5,3.508,23.9,40.7,67.3,194.7,7
2022-03-13,27.7,80.2,1.051,23.8,23.9,76.1,116.1,4
2022-03-14,28.1,79.1,2.33,24,22.5,66.9,192.8,8
2022-03-15,29,78.2,2.471,24.7,15.7,68.8,214.5,7
2022-03-16,29.4,71.7,0,23.8,20.1,47.6,155.3,5
2022-03-17,30.1,70.1,0,23.9,18,73.4,195.4,7
2022-03-18,29.7,74.5,0.066,24.5,23.6,54.4,195.8,7
2022-03-19,30.1,72.9,0.003,24.5,13,62.4,170.9,6
2022-03-20,30.5,65,0,22.9,27.4,32.1,235.7,7
2022-03-21,29.8,69.1,0,23.4,19.6,48.4,184.6,6
2022-03-22,29.9,66.9,0,22.9,42.5,41.7,206.5,7
2022-03-23,29.8,68.2,12.919,23.1,25.8,58.5,196.7,7
2022-03-24,30,69.8,8.928,23.7,20.5,48.2,151.2,7
2022-03-25,30.1,66.7,0,23.1,23.1,30.8,197.3,9
2022-03-26,30.6,64.1,0,22.9,23.8,33.7,196.3,7
2022-03-27,29.9,66.9,0,23,23.4,43.6,184.5,8
2022-03-28,30.1,63.5,0,22.2,22.3,40.7,160.5,7
2022-03-29,30.1,66.3,0,22.9,22.3,60.2,226.1,8
2022-03-30,29.9,66.7,0,22.8,25.8,36.4,201.6,8
2022-03-31,30.2,64.6,0,22.6,23.5,39.6,179.5,8
2022-04-01,29.4,69.8,4.019,23.2,20.5,54,128.1,5
2022-04-02,29.2,63.4,0,21.2,18.4,41.1,178.2,7
2022-04-03,28.6,59.6,0,19.8,19.3,44.1,204.5,7
2022-04-04,28.8,62.6,0,20.7,29.5,47.8,157,7
2022-04-05,25.6,89.2,32.117,23.6,12.4,95.7,20.1,2
2022-04-06,27.1,81.1,0.283,23.6,18.4,70.3,138.8,5
2022-04-07,28.5,74,0.008,23.2,18.5,73.2,192.7,8
2022-04-08,27.7,76.9,6.982,23.2,17.5,71.7,105.8,4
2022-04-09,28.6,71.8,0.508,22.8,21.4,70.4,207.2,7
2022-04-10,28.3,72.7,0.103,22.8,13.9,69.3,121.3,5
2022-04-11,28.7,69.6,0,22.5,20,89.7,147.5,8
2022-04-12,27.8,80.1,0.001,24.1,24.5,93.9,119.7,5
2022-04-13,28.3,81.1,1.012,24.6,29.6,77.5,105,5
2022-04-14,29.2,73.4,0,23.8,29.2,45.6,255.5,8
2022-04-15,29.1,74.7,0,24.1,18.4,45.4,230.2,8
2022-04-16,29,71.8,0.002,23.4,17.9,61.9,159.5,6
2022-04-17,28.3,71.6,4.955,22.6,18.5,86.8,109,4
2022-04-18,29.7,63.6,0,21.8,20.6,49.8,162.9,6
2022-04-19,29.1,64.7,0,21.6,24.6,39.9,151.2,7
2022-04-20,29.1,67.7,0,22.5,20.5,54.9,100.2,4
2022-04-21,30.2,68.7,0.02,23.6,19.1,33.8,214.8,8
2022-04-22,30.2,68.6,0.004,23.7,24.1,32.5,159,7
2022-04-23,30.2,62.7,0,22.1,26.4,31.7,235.5,8
2022-04-24,30.3,64.2,0,22.7,24.7,39.4,218.1,8
2022-04-25,29.7,70.3,0,23.6,20.5,50.8,162.8,7
2022-04-26,30.4,68.9,4.344,23.8,29.9,53.2,165.7,5
2022-04-27,30.4,67.3,0,23.5,22.3,39.5,172.8,6
2022-04-28,30.3,69.8,3.961,23.7,20.2,52.6,242.3,9
2022-04-29,30.6,67.9,0,23.9,26.4,37.5,152.7,6
2022-04-30,30.2,69.9,0,24,25,62.8,182,6
2022-05-01,30.6,64.7,0,23,21.5,46.7,169,7
2022-05-02,30.8,58.7,53.823,21.7,18.4,50.6,177.2,7
2022-05-03,30.1,63.2,0,22.2,21.5,44.7,175.8,7
2022-05-04,30.3,62.6,0,22.1,24.3,33.6,190.4,7
2022-05-05,30.9,61.2,0,22.4,15.3,32.9,153.4,6
2022-05-06,30.7,63.1,0,22.7,20.5,36,300.8,10
2022-05-07,30.9,64,0,23.1,26.2,36.8,163.9,8
2022-05-08,31.2,63.6,0,23.3,20.5,37.8,205.3,7
2022-05-09,30.8,64.6,0,23.1,20.5,35.8,170.1,7
2022-05-10,30.4,64.6,0.432,22.8,24.9,45.4,202.1,7
2022-05-11,30.9,61.5,0,22.5,16.6,50.1,236.8,8
2022-05-12,31.4,61.6,0,23,16.6,36.7,197.8,7
2022-05-13,30.9,67.4,0.132,23.9,17.9,51.6,215.6,7
2022-05-14,31,72,0.102,25.2,18.4,76,201.3,8
2022-05-15,28.6,83,53.202,25.2,17.1,68.1,124.6,7
2022-05-16,28.2,82.5,33.758,24.8,15.6,87.1,114.4,5
2022-05-17,27.8,84.1,10.326,24.7,31.6,94,153.8,6
2022-05-18,28,85.4,4.342,25.1,25,79.6,106,5
2022-05-19,27.7,86,4.012,25,14.3,82.7,140.7,5
2022-05-20,27.4,85.3,9.039,24.6,16.6,88.1,147.7,6
2022-05-21,28.1,78.4,0.006,23.8,15.5,79.2,206.9,10
2022-05-22,28.3,79.9,6.377,24.3,23.4,78.9,211.6,7
2022-05-23,28.4,82.4,16.131,24.9,21.5,81.8,180.9,9
2022-05-24,29.8,75.8,1.977,24.7,18.3,45.3,179.1,7
2022-05-25,29.6,75.9,0.027,24.8,18.4,63.4,167.8,7
2022-05-26,29.5,77.4,2.344,25,18.4,72.8,200,7
2022-05-27,29.5,74.8,0.42,24.3,17.1,60.9,212.4,8
2022-05-28,27.7,86.2,3.091,25.1,19.9,83.1,96.6,6
2022-05-29,28.6,81.8,0,25,33.5,51.7,234.5,8
2022-05-30,29.9,75.2,0.028,24.8,14.3,67.3,163.5,7
2022-05-31,28.7,78.2,9.544,24.4,13.9,81,131.1,6
2022-06-01,27.6,86.3,4.569,25.1,14.3,85.4,58.4,3
2022-06-02,29.3,79.3,0.005,25.1,24.1,53.3,277.2,9
2022-06-03,29.9,76.3,0.198,25.1,20.5,36.5,237.9,8
2022-06-04,29.8,76.2,0,25,30.4,42.2,212.3,7
2022-06-05,30.1,74.1,0.013,24.8,24.1,53.6,174.3,7
2022-06-06,29.8,75.3,0.002,24.9,24.1,59.1,183,7
2022-06-07,29.8,77.3,2.046,25.3,26.5,57.8,201.8,7
2022-06-08,29,80.6,2.226,25.3,22.9,85.4,161.6,7
2022-06-09,30.4,73.6,0.008,24.9,16.9,64.4,152.7,5
2022-06-10,30.7,70.5,0.436,24.6,17.2,58,175.7,7
2022-06-11,30.2,72.4,0,24.6,20,55.7,155.1,7
2022-06-12,29.3,82.3,28.323,25.8,14.8,76.8,129.6,5
2022-06-13,29.7,79.9,0.239,25.7,26.9,58.4,209.1,8
2022-06-14,29.5,76.4,12.067,24.6,22.3,60.5,157.8,7
2022-06-15,28.9,80.1,10.973,25.1,17,69.8,109.3,5
2022-06-16,29.5,76.3,0.086,24.9,21.2,77.7,173.8,7
2022-06-17,30.5,69.5,0,24.2,47.7,47.8,213.6,8
2022-06-18,29.9,71.9,0.006,24.2,20.1,51.3,144.3,8
2022-06-19,28.2,82.6,35.016,24.7,23.6,40.8,178.7,6
2022-06-20,28.8,79.2,0.008,24.8,18.5,49.3,140.9,5
2022-06-21,29.1,72.8,0.001,23.6,15.8,62.7,144.5,5
2022-06-22,29,74.1,7.051,23.7,21.1,77.3,176.7,8
2022-06-23,27.7,79.1,13.068,23.7,15.5,78.9,143.8,6
2022-06-24,28.9,75.4,0,24,59.8,68.6,114.6,5
2022-06-25,29,78.1,0,24.7,20.2,59.1,104.5,3
2022-06-26,28.4,80.3,1.014,24.5,17.9,63.9,138.3,7
2022-06-27,27.7,83.7,0.039,24.6,21.6,80.5,90.6,3
2022-06-28,27.4,85.7,36.872,24.7,19.3,80.7,145.8,7
2022-06-29,28.7,77,5.938,24.1,17.8,90.3,161.5,6
2022-06-30,28.6,77.9,0.357,24.2,28.5,89.9,144.5,6
2022-07-01,28.3,78.7,5.973,24.1,22.3,88.8,159.5,7
2022-07-02,28.8,76.2,1.982,24.1,15.5,79.6,129,7
2022-07-03,29.9,73.3,0,24.4,26.3,70.3,182.9,8
2022-07-04,28.7,81.6,4.998,25.2,16,82.4,158,7
2022-07-05,28.7,78.1,1.111,24.3,22.3,88.8,123.1,6
2022-07-06,28.1,80,4.01,24.2,18.5,74.8,147.1,8
2022-07-07,27.8,86.8,7.149,25.3,15.4,89.1,55.1,3
2022-07-08,28.9,80.5,5.937,25.1,15.8,85.3,95.3,4
2022-07-09,30.2,74.4,0.003,25,23.3,70.5,205,8
2022-07-10,29.8,79,4.185,25.5,17.9,75.5,153.5,8
2022-07-11,29.3,80.9,19.071,25.5,18.4,68.4,126,5
2022-07-12,28.3,87.5,0.577,26,14.3,85.5,95.1,7
2022-07-13,28.6,81.7,0.994,25.1,27.9,84.2,190.6,8
2022-07-14,29.4,79.3,0.001,25.4,25.9,62.5,160.7,6
2022-07-15,29.4,80.9,3.088,25.7,20.5,62.9,213.9,7
2022-07-16,28.3,83.7,57.909,25.1,20.9,68.3,158.2,7
2022-07-17,27.8,83.2,14.473,24.7,17.9,76.8,172.6,7
2022-07-18,27.6,85.2,10.98,24.8,18.4,70.4,103.5,4
2022-07-19,29.9,75,0,24.8,18.6,49.2,210.5,8
2022-07-20,30.2,74.1,0.011,25,20.1,84.7,146.3,5
2022-07-21,28,79.9,2.91,24.2,15.5,90.5,56,2
2022-07-22,28.8,79.3,0.004,24.8,14.8,59.4,152.1,6
2022-07-23,29.9,76.2,0.167,25.2,25,54.6,156.4,7
2022-07-24,30.6,74.6,0,25.4,21.4,56.7,193.6,6
2022-07-25,29.3,78.2,0.655,25,23.2,67.4,117.4,7
2022-07-26,28.9,79.5,6.963,25,20.1,72.4,114.5,6
2022-07-27,28.8,81.2,4.008,25.1,25.9,68.7,210.8,7
2022-07-28,29.7,78.9,12.875,25.6,38.9,81.4,168.2,7
2022-07-29,28.4,84.9,7.934,25.6,23.9,85.1,172.1,6
2022-07-30,27.1,88.6,59.573,25,16.6,89.6,40.8,3
2022-07-31,27.7,87.3,0.106,25.3,26.3,83.8,155,7
2022-08-01,28.1,83.7,1.213,25,22.3,77,185.4,8
2022-08-02,28,82.4,14.91,24.6,21.6,81.3,141,6
2022-08-03,29.5,76.5,0.002,24.7,16.6,87.4,155.5,7
2022-08-04,28.3,82.1,42.612,24.9,22.3,87.5,88.8,4
2022-08-05,25.9,92.4,110.447,24.6,18.4,96.6,54.4,4
2022-08-06,26.7,87.9,10.312,24.4,19.1,96.9,128.7,5
2022-08-07,27,87.5,1.996,24.6,18.6,94.1,95,4
2022-08-08,26.3,87.9,67.16,24.1,16.2,99.8,63.6,3
2022-08-09,28.3,80.4,0,24.5,24.6,83.1,142,5
2022-08-10,29.1,76.5,0,24.3,21.2,78.3,196.8,7
2022-08-11,28.5,80.9,12.875,24.8,22.3,87.6,123.8,5
2022-08-12,29,78.3,5.043,24.7,24.1,62.2,259,9
2022-08-13,27.8,85.3,40.853,25,20,78,139.8,6
2022-08-14,27.8,82.9,5.017,24.5,14.2,76.8,123.6,5
2022-08-15,26.9,88.2,20.893,24.7,31.7,89.8,80.4,4
2022-08-16,28.2,81.6,2.003,24.6,38.9,63.9,243.7,8
2022-08-17,28.1,80.4,1.994,24.3,28.7,79.1,162.3,7
2022-08-18,27.8,82.9,2.987,24.6,17.9,90.1,170.3,7
2022-08-19,28.7,77,2.968,24,17.9,78.7,166,7
2022-08-20,28.6,80.3,0.126,24.7,21.4,69.3,101.3,5
2022-08-21,28.5,78.7,0.012,24.4,25.9,71.4,186.5,8
2022-08-22,28.5,80.6,2.033,24.8,33.3,94,65.5,3
2022-08-23,26.2,88,20.094,24,32.3,99.6,27.2,1
2022-08-24,26.9,86.4,4.187,24.4,15.8,95.8,89.8,4
2022-08-25,29.7,74.8,0,24.4,14.3,70.4,198,8
2022-08-26,28.8,81.1,0.003,25.1,20.5,63,177.1,8
2022-08-27,28.2,82.2,9.91,24.8,14.3,76.3,111.7,6
2022-08-28,28.6,82.1,9.593,25.1,17.3,66.2,106.7,5
2022-08-29,28.5,82.7,25.886,25.1,16.6,69.9,224.8,8
2022-08-30,28.3,83,0.033,25.1,14.8,87.2,112,5
2022-08-31,28.2,85,8.616,25.4,18.4,86.3,66.8,3
2022-09-01,28.4,81.7,0.002,24.9,34.2,69.8,162.9,7
2022-09-02,27.6,87.8,9.511,25.3,35.3,94.2,112.1,7
2022-09-03,26.1,92.5,72.857,24.7,46.4,98,55.7,4
2022-09-04,28,84.7,1.639,25.1,33.5,80.2,149.7,7
2022-09-05,28.6,81.9,0.003,25.2,26.3,79.8,183.3,6
2022-09-06,28.6,81.5,11.284,25,27.7,61.4,126.7,7
2022-09-07,30.2,75.2,0.002,25,16.3,54.9,165.5,6
2022-09-08,30,72.3,59.578,24.4,20.5,44.3,215.3,7
2022-09-09,28.7,81.3,2.069,25.1,25.9,82,160.2,10
2022-09-10,27.1,87.7,8.517,24.9,20.5,85.5,41.6,2
2022-09-11,28.2,81.9,0.002,24.8,32.4,57.8,208.3,7
2022-09-12,28.5,81.8,0,25.1,29.5,62.1,199.6,7
2022-09-13,29.3,79.4,0,25.2,25.9,62.9,167.6,7
2022-09-14,27.7,85.4,4.804,25,31.7,65.9,161.5,8
2022-09-15,27.8,83.3,0.001,24.6,35.6,63.5,180.5,7
2022-09-16,28.1,78.9,0,24,29.4,71.4,246.9,9
2022-09-17,28,77.9,4.547,23.7,27.7,80.3,162.3,7
2022-09-18,28.3,81.4,0.013,24.7,33.5,70.9,193.3,7
2022-09-19,26.1,91.5,38.482,24.6,18,98.7,33.4,1
2022-09-20,26,89.3,1.067,24.1,21.4,94.2,72.4,3
2022-09-21,27.9,81,0,24.2,29.5,71.4,194.9,7
2022-09-22,27.2,83.9,10.051,24.1,29.2,80.8,125.8,5
2022-09-23,27.4,84,6.497,24.4,33.5,73.4,148.3,8
2022-09-24,28,80.3,2.04,24.2,16.5,75.4,151.7,6
2022-09-25,27.5,85.5,28.984,24.8,53.6,97.3,32.8,2
2022-09-26,27.2,83.2,60.924,23.9,25,90.1,160.1,6
2022-09-27,28.6,79.9,36.334,24.6,17.9,80.3,179.3,7
2022-09-28,27.9,81.9,12.462,24.3,27.7,73.8,201.5,7
2022-09-29,27.8,84.2,4.673,24.8,11.6,89,83.2,5
2022-09-30,28.4,78.1,0.001,24.1,14.8,77.6,96.1,5
2022-10-01,29.6,70.8,0,23.5,20.5,44.9,154.5,8
2022-10-02,28.8,72.3,0.002,23.2,26.3,64.8,153.5,5
2022-10-03,27.6,83.1,4,24.4,21.9,84.8,51.6,4
2022-10-04,29,76.7,0.989,24.4,17,59.6,114.6,4
2022-10-05,29.1,74,6.926,23.9,16.6,63.3,254.3,9
2022-10-06,29.8,68.6,0.099,23.2,20.5,45.1,104,4
2022-10-07,29.3,70.4,0.035,23.3,24.1,65.1,113.3,6
2022-10-08,29.2,72.9,0.529,23.7,14.8,46.1,100.9,5
2022-10-09,29.3,69.4,2.474,22.9,14.3,36,146,6
2022-10-10,29.9,65.4,0.001,22.5,24.1,44.3,186.5,7
2022-10-11,29.4,71,0.006,23.5,24,48.6,186.3,7
2022-10-12,29.4,75.5,0.001,24.5,24,86.1,141.2,6
2022-10-13,29.1,76.9,28.326,24.5,16.6,80.9,109.6,6
2022-10-14,29.5,75.1,0.021,24.5,25.9,66.8,144.8,7
2022-10-15,29.9,71.7,0,24.2,37.1,53,193.6,7
2022-10-16,29.5,74.6,0.035,24.5,35.3,72.8,127,5
2022-10-17,28.2,80.4,1.818,24.4,31.7,70.7,139.6,6
2022-10-18,28.9,76.5,0,24.2,22.3,61.4,164.3,7
2022-10-19,27.8,82.9,13.488,24.6,20.5,87.1,107.5,6
2022-10-20,27.6,83,4.549,24.3,17.9,83.1,87.7,5
2022-10-21,28.7,78.4,0.012,24.4,13,72.8,124,6
2022-10-22,29.4,75.5,0.016,24.5,14.3,54.2,126.4,6
2022-10-23,28.7,76.7,26.282,24.1,14.3,56.9,115,6
2022-10-24,29.5,72.3,0.005,23.8,14.8,44.9,110.5,6
2022-10-25,26.6,85.3,68.252,23.8,17.9,78.5,36.4,3
2022-10-26,27.8,76.1,0.038,23,16.6,80.2,120.9,6
2022-10-27,28.9,65.8,0,21.8,17.9,74.6,140.7,7
2022-10-28,27.5,83.5,8.072,24.3,17.9,87.6,46.1,2
2022-10-29,25.1,93.7,115.847,24,35.7,99.2,17.3,1
2022-10-30,27.2,85.1,56.953,24.3,25,95.9,102.4,5
2022-10-31,27.1,86,1.003,24.5,21.5,88.6,103,5
2022-11-01,27.3,83.4,3.02,24.2,24.1,75.8,90.1,5
2022-11-02,27.7,79.8,0.025,23.7,16.6,50.5,155.5,7
2022-11-03,28.3,78.8,0.003,24.1,14.3,64.5,99.5,4
2022-11-04,27.5,78.6,9.485,23.4,17.2,49.1,96.1,5
2022-11-05,27.5,77.8,30.794,23.1,14.3,45.9,112.5,5
2022-11-06,27.9,76.2,0.001,23.2,18.7,53.9,135.8,6
2022-11-07,28.4,74.3,2.968,23.3,14.8,55,107.5,6
2022-11-08,28.2,74.7,0.001,23.2,11.2,69.5,54.9,2
2022-11-09,28.3,73.9,0,23.1,14.8,45.4,111,5
2022-11-10,29,75.1,12.901,23.9,28.8,75.2,100.9,4
2022-11-11,28.6,77.4,0,24.1,14.8,76.3,74.3,4
2022-11-12,28.1,78.4,0.052,24,14.2,48.4,52.6,2
2022-11-13,28.6,76.6,0,24,13,48.4,76,4
2022-11-14,29.4,70.1,0,23.1,24.6,35.4,114.6,5
2022-11-15,28.4,73.9,0,23.3,18.3,62.2,88.1,5
2022-11-16,28.5,74.7,0.516,23.3,22.3,55.1,129.9,6
2022-11-17,27.9,78.2,10.449,23.6,30.5,70.8,72.9,3
2022-11-18,27.2,81.3,4.017,23.6,14.8,82.3,77.8,3
2022-11-19,26.2,84.6,14.017,23.3,12.4,71.6,49.4,3
2022-11-20,27.8,80.1,2.004,23.9,24.1,74.8,96.6,4
2022-11-21,27.5,81.5,7.948,23.9,16.6,88.7,64.4,3
2022-11-22,28.4,76.5,1.709,23.6,20.5,65.5,99.8,6
2022-11-23,29,74.1,0.297,23.8,17,68.3,91.3,4
2022-11-24,29.7,68.3,0,23.1,22.3,42.8,135.9,5
2022-11-25,29,72.1,1.003,23.3,16.6,56.5,80.4,4
2022-11-26,28.8,70,0,22.7,11.2,39.3,123.9,6
2022-11-27,28.4,67.7,0,21.8,23.3,30.4,148.2,6
2022-11-28,28.5,69.8,0,22.3,17.8,50,100,5
2022-11-29,29.3,71.4,0,23.5,20.5,34.7,112.5,5
2022-11-30,28.8,74.3,0.503,23.8,16.6,52.7,96.8,6
2022-12-01,28.2,77,3.017,23.5,22.3,75.8,103.8,5
2022-12-02,28.7,70.7,1.439,22.5,27.8,58.3,112.1,5
2022-12-03,29.4,68.7,0.198,23,25.9,56.3,127,5
2022-12-04,28.6,73.2,0.006,23.1,21.8,68.3,84,5
2022-12-05,28,76,0,23.3,17.1,65.1,70.3,3
2022-12-06,28.2,74.2,4.959,23.1,27.3,44,71.7,5
2022-12-07,28.7,69.3,0,22.4,18.6,38.8,68.3,3
2022-12-08,28.5,72.7,0,23.1,21.4,57.7,102.6,5
2022-12-09,27,79,0.017,23,10.9,89.7,43.8,1
2022-12-10,26.9,84.4,0.285,24,14.9,91.6,63.9,3
2022-12-11,27.2,82.2,0.3,23.8,21.3,78.1,89.3,3
2022-12-12,27.8,77,0.495,23.4,14.3,66.7,124.3,5
2022-12-13,28,75,0,23.1,16.6,68.5,97,5
2022-12-14,27.8,80.2,2.102,24,12.7,77.3,56.1,3
2022-12-15,28.3,77.6,2.047,24.1,23.1,83.3,89.9,4
2022-12-16,28.6,74.4,0.004,23.4,35.3,68.1,121.8,5
2022-12-17,26.9,82.4,14.513,23.6,18.4,68.7,84.5,5
2022-12-18,27.2,69.9,0.602,21.2,21.4,78.9,101.2,4
2022-12-19,27.2,67.3,0,20.6,20.5,89.4,92.8,4
2022-12-20,26.2,79.8,0.339,22.3,17,91.1,82.2,4
2022-12-21,26.9,80.2,1.991,23.1,20.5,86.8,97.3,5
2022-12-22,26.6,71.1,0,20.8,17.9,69.6,86.5,5
2022-12-23,27.1,64.2,0,19.7,24.1,84.2,124.5,5
2022-12-24,26.2,62,0,18.2,29.5,82,120.7,6
2022-12-25,25.3,61.7,0,17.4,29.5,87.1,80.7,4
2022-12-26,25.3,67.7,0.052,18.8,22.3,86.4,97.5,6
2022-12-27,25.3,70.5,0,19.5,18.4,88,59.2,2
2022-12-28,26.2,68.8,0,19.9,22.3,59.3,97.5,4
2022-12-29,26.3,73,0.007,21,14.8,86.7,86,6
2022-12-30,27.4,75,1.995,22.5,14.3,73.9,70.4,3
2022-12-31,26.8,76.1,0,22.2,11.2,71.3,77.3,4
2023-01-01,27,76.5,0.503,23,33.5,72.6,145,7
2023-01-02,27.7,78.2,0.924,23.3,14.8,63.7,94.8,5
2023-01-03,26.1,87.1,22.984,23.7,18.7,90.3,68.3,3
2023-01-04,26.2,78.4,2.02,22,21.5,87.3,57.3,3
2023-01-05,24.6,90.9,40.444,23,15.8,92.6,33.9,1
2023-01-06,25.7,87.5,24.585,23.4,15.3,89.9,88.6,4
2023-01-07,26.7,67.1,0.009,19.9,24.1,57.6,100.8,5
2023-01-08,25.8,68.8,0,19.6,24.1,57.8,58.2,2
2023-01-09,26,70.5,0,20.1,18.8,58.6,91.8,5
2023-01-10,26.3,70.7,0,20.5,14.8,75.1,96.5,4
2023-01-11,26.8,69.3,0,20.6,17.8,72.8,107.5,6
2023-01-12,27.1,66.7,0,20.2,20.5,62.2,191.8,8
2023-01-13,26.8,73.2,0,21.4,14.2,61.2,102,4
